R,C,numcourse,jour,hippo,cl,dist,partant,typec,numero,cheque,cheval,sexe,age,cotedirect,coteprob,recence,ecurie,distpoids,ecar,redkm,corde,defoeil,defoeilPrec,recul,gains,musiquept,musiqueche,m1,m2,m3,m4,m5,m6,jockey,musiquejoc,montesdujockeyjour,couruejockeyjour,victoirejockeyjour,entraineur,musiqueent,monteentraineurjour,courueentraineurjour,victoireentraineurjour,coursescheval,victoirescheval,placescheval,coursesentraineur,victoiresentraineur,placeentraineur,coursesjockey,victoiresjockey,placejockey,dernierhippo,dernierealloc,derniernbpartants,dernieredist,derniereplace,dernierecote,dernierJoc,dernierEnt,dernierProp,dernierRedKm,proprietaire,nbcoursepropjour,poidmont,pourcVictJock,pourcPlaceJock,pourcVictEntHippo,pourcPlaceEntHippo,pourcVictJockHippo,pourcPlaceJockHippo,pourcVictChevalHippo,pourcPlaceChevalHippo,nbrCourseJockHippo,nbrCourseEntHippo,nbrCourseChevalHippo,pere,mere,peremere,tempstot,vha,recordG,txreclam,dernierTxreclam,gainsCarriere,gainsVictoires,gainsPlace,gainsAnneeEnCours,gainsAnneePrecedente,jumentPleine,indicateurInedit,handicapDistance,handicapPoids,nbCourseCouple,TxVictCouple,TxPlaceCouple,nbVictCouple,nbPlaceCouple,nbCourseCoupleHippo,TxVictCoupleHippo,TxPlaceCoupleHippo,nbVictCoupleHippo,nbPlaceCoupleHippo,appetTerrain,idChe,idJockey,idEntraineur,defFirstTime,oeilFirstTime,estSupplemente,oeil,devise,id,createdAt,updatedAt
Bergsaker,5,1346793,2021-12-22,Bergsaker,,2160,7,Attelé,7,76700,Konjaks Kupa,F,4,0,0,22,,null,,,0,,DD,1,912,4a Da 7a 7a,4a Da 7a 7a ,4,10,7,7,0,0,JO. Olsen,7a 5a 8a 5a 7a 5a 5a 5a 3a 8a 5a 1a 1a 9a 8a 11a 5a 3a 5a 2a 2a 5a 6a 9a 10a 4a 7a 2a 5a 7a 6a 3a Da 5a 10a 3a 3a 5a 1a 4a 5a 7a 5a Da 5a Da 2a 1a 4a 4a 6a 7a 3a Da 5a 5a 3a 4a 3a 7a 3a 3a 2a 1a 7a 11a 9a 7a 1a 6a 2a Da 2a 2a 2a 6a Da 8a 11a 10a 2a 8a 2a 6a 9a 5a 5a 5a 1a 1a 6a 7a 9a 2a 5a 9a 1a 1a 8a 6a ,3,0,0,Mme U. Olsson,4a Da 7a ,1,0,0,4,0,0,4,0,0,219,19,72,Romme,76700,6,2140,NP,0,W. Kylin-Blom,Mme U. Olsson,Mme U. Olsson,,Mme U. Olsson,1,,9,33,0,0,6.15,19.49,0,0,195,5,1,,,,,,"1'35""2",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,2,1527299,105626,117030,0,0,0,,SEK,13467937,2021-12-22T06:36:35.000Z,2021-12-22T06:36:35.000Z
Bergsaker,6,1346794,2021-12-22,Bergsaker,,2640,12,Attelé,1,76700,Adiagos Bella,F,4,0,0,12,,null,,,1,,,0,4915,7a 8a 4a 6a 1a 4a 6a Da ,7a 8a 4a 6a 1a 4a 6a Da 2a 8a 5a ,7,8,4,6,1,4,RN. Skoglund,8a 9a 3a 1a 7a 3a 4a 7a 4a 6a 4a 1a 10a 4a 1a 1a 3a 5a 2a 3a 1a 2a 4a 2a 4a Da Da 4a 4a 4a 6a Da 3a 2a 6a 3a 2a 1a 1a 8a 4a 1a 2a 2a 3a 3a 2a 3a Da 2a 9a 4a Da 7a 3a 4a 2a 7a 5a 10a 10a 5a 3a 13a 6a 9a 1a 8a 4a 2a 1a Da 5a 9a 6a 1a 3a 1a 5a Da 9a 1a Da 8a 7a 3a 1a 8a 3a 5a 1a 4a Da 2a 1a 4a 3a 1a 3a 4a ,9,0,0,M. Pihlström,7a 1a 3a 4a 4a 3a 5a 2a 7a 6a 7a 3a 4a 9a 1a Da 6a 1m 2a 3a 2a 3a 9a 2a 1a 7a Da 8a 4a 3a 4a 8a 4a 2a 1a 7a 6a 8a Da 8a 6a 2a 7a Da 1a 4a 6a 12a 1a 7a 2a Da 1a 1a Dm 4a 3a 4a 2a Da 6a 8a 7a 3a 10a 2a 3m 6a 2a 1a 3a 8a 9a 5a 3a Da 5a 7a 6a Da Da 6a 4a Da 2a 8a 4a 6a 1a 1m 1a 8a 4a 7a 8a 5a 13a Da 2a 5a ,3,0,0,11,1,2,413,61,145,1656,210,541,Bollnas,94300,12,2140,7,0,ME. Djuse,M. Pihlström,Adiago Group AB,"1'18""2",Adiago Group AB,1,,13,33,10.59,26.47,10.43,31.18,20,20,930,510,5,,,,,,"1'17""6",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1489923,132436,178709,0,0,0,,SEK,13467941,2021-12-22T06:37:56.000Z,2021-12-22T06:37:51.000Z
Bergsaker,6,1346794,2021-12-22,Bergsaker,,2640,12,Attelé,2,76700,Babbel,H,5,0,0,46,,null,,,2,,,0,5002,3a 1a 6a 12a Da 4a 4a 2a,3a 1a 6a 12a Da 4a 4a 2a (20) 11a ,3,1,6,12,10,4,R. Eklund,2a 10a 8a 4a 1a 5a 8a 7a 8a 4a 4a 7a 5a 6a 8a 7a 4a 9a 6a 2a 7a 5a 8a 9a 5a 5a Da 5a 5a 5a 5a 7a 8a 13a 7a 8a 6a 6a 10a 8a 3a 6a 1a 7a 3a 6a 8a Da 12a 4a 5a 13a 1a 3a 9a 7a 5a Da 1a 3a 2a 3a 11a Da 3a 7a Da 3a 2a 11a 12a 2a 9a 5a 8a 9a 7a 5a 1a 6a Da 11a 9a Da 5a 10a 5a 10a 9a Da 5a 5a Da Da 7a 8a 1a 10a 5a 6a ,1,0,0,R. Eklund,10a 8a 2a 3a Da 2a Dm 5a 1a 4m 4a 3a 4a 1m 4a 1a Dm 4a 1a 7a 1a 8a 6a 6a 1a 9a 8a 2a 2a 7a Dm 10a 8a 6a 9a 5a 5a 4a 1a 5a 7a 8a 3a 9a 7a 8a 10a 8a 3a 1a 7a Da 4a Da 5a 1a 9a 7a Da 3a 1a 12a 9a 2a 3a 2a 7a 10a 9a 12a 1a 2a Da 3a 9a Da Da 9a 3a 7a 10a 6a 9a 5a Da 7a 8a 9a 10a 6a 8a 4a 4a Da Da 6a Da 5a 7a 3a ,2,0,0,9,1,3,104,11,27,123,7,23,Bergsaker,76700,14,2140,3,0,K. Porshage,R. Eklund,Ardbeg HB,"1'17""8",Ardbeg HB,1,,6,19,4.07,23.58,2.2,12.09,0,100,91,123,1,,,,,,"1'17""1",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1472911,181480,181480,0,0,0,,SEK,13467942,2021-12-22T06:37:56.000Z,2021-12-22T06:37:51.000Z
Bergsaker,6,1346794,2021-12-22,Bergsaker,,2640,12,Attelé,3,76700,Cornerstone,H,3,0,0,8,,null,,,3,,,0,7544,1a 5a 2a 3a Da Da Da 1a ,1a 5a 2a 3a Da Da Da 1a Da (20) Da ,1,5,2,3,10,10,ME. Djuse,1a 3a Da 10a 4a Da 7a 5a 2a 1a 3a 2a 2a 4a 3a 2a Da 4a 11a 1a 5a 2a 2a 5a 1a 6a 2a 2a 6a 4a 4a 3a 7a 6a 2a 7a 1a 2a 7a 2a 2a 9a 2a 5a 1a 10a Da 8a 7a Da 5a 4a 10a 2a 7a 1a 1a 2a 10a 6a 12a Da 9a 7a 3a 8a 1a 9a 10a 7a 3a 4a 5a 4a 3a 3a 11a 4a Da 1a 4a 4a 8a 4a Da 9a Da 4a 4a 4a 9a 5a 7a Da 1a 8a Da 3a 5a Da ,6,0,0,M. Traff,1a 6a 3a 3a 2a 8a 5a 10a 2a 4a 9a 9a 2a 7a 3a 1a 2a 3a 3a 4a 2a 2a 4a 1a 7a 3a 9a 9a 5a 5a 2a 1a Da 2a 7a 4a 2a 9a 6a 2a 5a 4a 2a 6a 1a 12a 8a 2a 2a ,2,0,0,10,2,4,51,5,24,1680,201,552,Romme,108000,10,2140,1,0,ME. Djuse,M. Traff,T. Olsson ,"1'16""9",T. Olsson ,2,,12,33,20,41.25,8.97,28.93,0,0,847,80,0,,,,,,"1'15""7",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,4,25,75,1,3,0,0,0,0,0,0,1467740,197934,206067,0,0,0,,SEK,13467943,2021-12-22T06:37:56.000Z,2021-12-22T06:37:52.000Z
Bergsaker,6,1346794,2021-12-22,Bergsaker,,2640,12,Attelé,4,76700,Birdie Num Num,H,4,0,0,26,,null,,,4,,,0,6996,2a 6a 6a 6a 5a 4a 5a 3a ,2a 6a 6a 6a 5a 4a 5a 3a Da 7a 6a 4a 8a Da 3a 8a 3a 5a ,2,6,6,6,5,4,J. Johansson,6a 8a 4a 7a 9a 2a 3a 9a 6a Da 9a 8a 11a 1a 6a 12a 7a 6a 13a 13a 3a 4a 1a 9a 9a 5a 5a 2a 5a Da 5a 6a 1a 4a 7a Da 6a 5a 4a 12a 9a 5a 5a Da 5a 10a 7a 3a 6a 3a 9a 13a 8a 11a 9a 2a 4a 9a 10a 6a 4a Da 8a 3a 10a 2a 5a 3a 2a 5a 3a 7a 6a 4a 8a 3a 11a 1a 5a 3a 7a 1a 6a 2a 4a 3a 9a 7a 4a 11a 9a 3a 7a 3a 4a 4a 11a Da 11a 8a ,2,0,0,K. Backman,8a 2a 6a 5a 6a 6a 5a Da 3a 4a 5a 3a 10a 13a Da 6a Da 11a 7a ,1,0,0,18,0,4,21,0,3,147,8,34,Ostersund,29100,10,1640,2,0,J. Johansson,K. Backman,K. Backman &Svetskomp.i G.AB,"1'17""1",K. Backman &Svetskomp.i G.AB,1,,5,23,5.71,17.14,2.67,18.67,0,0,75,35,3,,,,,,"1'15""7",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,3,0,33.33,0,1,0,0,0,0,0,2,1478176,163257,124135,0,0,0,,SEK,13467944,2021-12-22T06:37:56.000Z,2021-12-22T06:37:52.000Z
Bergsaker,6,1346794,2021-12-22,Bergsaker,,2640,12,Attelé,5,76700,H.P.Roadrunner,H,4,0,0,66,,null,,,5,,,0,3729,2a 1a 8a 5a 5a (20) 3a,2a 1a 8a 5a 5a (20) 3a ,2,1,8,5,5,3,A. Eggen,9a 2a Da 5a 9a 10a 1a Da 5a 7a 8a 3a 10a 4a 5a 5a 13a 8a Da Da 3a 5a 6a 8a 12a Da Da 3a 5a 11a 5a 6a 4a 7a ,1,0,0,A. Eggen,2a 6a 1a Da 5a 7a 8a 7a 6a 3a 4a 5a 5a 8a Da 3a 5a 3a 8a 3a 5a 5a 4a ,1,0,0,6,1,3,24,1,6,37,1,5,Hagmyren,76700,11,1640,2,0,A. Eggen,A. Eggen,Mlle R. Smith,"1'17""5",Mlle R. Smith,1,,3,14,10,10,20,20,0,0,15,10,1,,,,,,"1'16""4",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,6,16.67,33.33,1,2,0,0,0,0,0,2,1474851,90141,90141,0,0,0,,SEK,13467945,2021-12-22T06:37:56.000Z,2021-12-22T06:37:52.000Z
Bergsaker,6,1346794,2021-12-22,Bergsaker,,2640,12,Attelé,6,76700,Heide K.,F,4,0,0,29,,null,,,6,,,0,6868,2a 1a Da 1a Da,2a 1a Da 1a Da ,2,1,10,1,10,0,D. Wäjersten,11a Da 7a 8a 1a 3a 8a 6a 10a Da 6a Da 6a 3a 9a 2a 2a 6a Da Da Da 2a 4a 2a 3a 3a Da 3a 5a 4a 12a 12a 13a 1a 3a Da 2a 1a 3a Da 2a 1a 13a 3a Da Da 1a 1a 8a 6a 2a 10a 11a 7a Da 9a 2a 8a 10a 1a 8a 2a 4a 2a 4a Da 9a 4a 7a 9a 9a 1a 5a 2a 1a 1a 1a 2a 5a 3a 5a 1a 1a 2a 4a 1a 2a 1a 7a 4a 1a Da 5a 1a 5a 1a 4a 6a 1a 5a ,6,0,0,D. Wäjersten,4a 7a 12a 8a 1a 6a 1a 3a 2a Da 4a Da Da Da 2a 2a 3a 2a 8a Da 1a 3a 4a 12a 1a 5a 2a 1a Da 2a 1a 3a Da 8a 6a 2a 10a 1a 9a 11a 7a 2a 7a 5a 1a 3a 4a 2a 2a 8a 2a 4a 6a Da 9a 4a 7a 9a 1a 2a 4a 1a 1a 1a 1a 2a 5a 3a 5a 1a 2a 2a 1a 2a 1a 7a 4a 1a 4a 1a Da 1a 1a 4a 5a 1a Da 1a 1a 4a 3a 1a 3a 3a 2a 6a 1a 1a 1a 2a ,4,0,0,5,2,3,457,110,230,551,106,230,Bergsaker,76700,9,2640,2,0,D. Wäjersten,D. Wäjersten,Stall Marw HB,"1'17""2",Stall Marw HB,1,,19,42,21.11,50.56,13.47,33.87,50,100,809,360,2,,,,,,"1'17""2",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,5,40,60,2,3,2,50,100,1,2,1,1517781,141131,141131,0,0,0,,SEK,13467946,2021-12-22T06:37:56.000Z,2021-12-22T06:37:53.000Z
Bergsaker,6,1346794,2021-12-22,Bergsaker,,2640,12,Attelé,7,76700,Zola Sober,F,5,0,0,12,,null,,,7,,,0,6055,6a 2a 7a 0a Da 3a 3a Da ,6a 2a 7a Da 3a 3a Da 5a 5a 9a (20) 10a 9a 6a 1a 8a 4a 3a 8a ,6,2,7,10,3,3,Mme I. Olsson,7a 4a 3a 5a 8a 11a 10a 5a 7a 2a 1a 7a Da 4a 6a 1a 2a 8a 11a 8a 8a 10a 1a 4a 4a 9a 7a 9a 5a 3a 2a 1a 1a 3a 6a 4a 4a 1a 3a 2a 9a Da 1a 2a 7a 7a Da 1a Da 5a 3a 10a 8a 7a 6a 6a 3a 7a 10a 1a 9a Da 9a 10a (20) 1a ,2,0,0,M. Pihlström,7a 1a 3a 4a 4a 3a 5a 2a 7a 6a 7a 3a 4a 9a 1a Da 6a 1m 2a 3a 2a 3a 9a 2a 1a 7a Da 8a 4a 3a 4a 8a 4a 2a 1a 7a 6a 8a Da 8a 6a 2a 7a Da 1a 4a 6a 12a 1a 7a 2a Da 1a 1a Dm 4a 3a 4a 2a Da 6a 8a 7a 3a 10a 2a 3m 6a 2a 1a 3a 8a 9a 5a 3a Da 5a 7a 6a Da Da 6a 4a Da 2a 8a 4a 6a 1a 1m 1a 8a 4a 7a 8a 5a 13a Da 2a 5a ,3,0,0,20,1,5,413,61,145,67,10,21,Bollnas,94300,12,2140,6,0,M. Forss,M. Pihlström,Tandlakarhuset Gh&Hansson,"1'18""2",Tandlakarhuset Gh&Hansson,1,,15,31,10.59,26.47,4,16,0,25,75,510,4,,,,,,"1'15""7",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,3,0,33.33,0,1,0,0,0,0,0,1,1425813,124745,178709,0,0,0,,SEK,13467947,2021-12-22T06:37:56.000Z,2021-12-22T06:37:53.000Z
Bergsaker,6,1346794,2021-12-22,Bergsaker,,2640,12,Attelé,8,76700,Bear Metal,H,4,0,0,6,,null,,,8,,,0,5511,Da 1a 7a Da (20) Da Da 4,1a 7a Da (20) Da Da 4a 1a Da ,1,7,10,10,10,4,U. Ohlsson,2a 12a 2a 2a 9a 3a 1a 4a 9a 4a 2a 1a 4a 8a 10a 1a 4a 7a 6a Da 9a 6a 1a 2a 4a 2a 6a 5a 3a Da 6a 2a 3a 4a 7a 8a 4a 6a 4a 1a Da 1a 1a 3a Da 1a 3a 4a Da 2a 1a Da 8a 1a 2a 2a 5a 3a 10a 4a 1a 5a 7a Da 7a 3a Da 5a 6a 6a 9a 2a 8a 4a 5a 7a 1a Da 4a 5a 4a 7a 2a 4a 6a 9a 5a 4a 8a 5a 5a 1a 4a 4a 2a 1a 10a 4a 7a 1a ,12,0,0,R. Dunder,11a 10a 2a 6a 1a 2a 1a 2a 3a 12a 5a Da 5a 9a 8a 1a 2a 3a 2a 3a 5a 1a 6a 6a 1a 5a Da 3a 7a 8a 5a 4a 4a 6a 2a 7a 9a 1a 3a 6a 7a 3a 2a 2a 12a 5a 6a Da 2a 3a 3a 6a 11a 3a 1a 1a 1a 3a 3a 3a 1a 4a 3a 5a Da 1a 7a 3a 1a Da 8a 8a 2a 2a 4a 1a 2a 8a Da 11a 7a 8a 2a 9a Da 5a 5a 3a 5a 2a 1a 11a 3a 4a 2a 11a 2a 1a 4a 3a ,1,0,0,9,2,2,233,45,108,2180,315,793,Ostersund,76700,12,2140,,0,ME. Djuse,R. Dunder,Stall Sundin HB,,Stall Sundin HB,1,,14,36,13.81,35.36,16.71,38.73,0,0,1131,181,1,,,,,,"1'15""7",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,1,100,100,1,1,0,0,0,0,0,2,1446040,68366,109543,0,0,0,,SEK,13467948,2021-12-22T06:37:56.000Z,2021-12-22T06:37:54.000Z
Bergsaker,6,1346794,2021-12-22,Bergsaker,,2640,12,Attelé,9,76700,Ottens Isa,F,3,0,0,47,,null,,,9,,DF,0,7212,8a 10a 4a Da 5a 7a 5a 2a,8a 10a 4a Da 5a 7a 5a 2a 4a 5a ,8,10,4,10,5,7,JO. Olsen,7a 5a 8a 5a 7a 5a 5a 5a 3a 8a 5a 1a 1a 9a 8a 11a 5a 3a 5a 2a 2a 5a 6a 9a 10a 4a 7a 2a 5a 7a 6a 3a Da 5a 10a 3a 3a 5a 1a 4a 5a 7a 5a Da 5a Da 2a 1a 4a 4a 6a 7a 3a Da 5a 5a 3a 4a 3a 7a 3a 3a 2a 1a 7a 11a 9a 7a 1a 6a 2a Da 2a 2a 2a 6a Da 8a 11a 10a 2a 8a 2a 6a 9a 5a 5a 5a 1a 1a 6a 7a 9a 2a 5a 9a 1a 1a 8a 6a ,3,0,0,Mme M. Nordin,7a 2a 5a Da ,1,0,0,10,0,1,4,0,1,219,19,72,Bollnas,108000,10,2140,8,0,O. Kylin-Blom,F. Wallin,F. Wallin,"1'17""1",Stall Viking HB,1,,9,33,0,0,6.15,19.49,0,0,195,10,1,,,,,,"1'14""8",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1497273,105626,224865,0,0,0,,SEK,13467949,2021-12-22T06:37:56.000Z,2021-12-22T06:37:54.000Z
Bergsaker,7,1346795,2021-12-22,Bergsaker,,2140,10,Attelé,1,94300,Per Jo,H,5,0,0,6,,null,,,0,,,0,8792,9a 4a 9a 0a 3a 3a 1a 5a ,4a 9a 3a 3a 1a 5a 3a 3a 6a 4a (19) 3a 3a ,4,9,3,3,1,5,R. Skoglund,7a 4a 2a 2a 4a 3a 6a 7a 9a 5a 8a 6a Da 7a 6a 11a 1a Da Da 5a Da 3a 1a 3a 4a Da 9a 9a 4a Da 8a 9a Da 4a 5a 9a 11a 4a 6a 4a 6a 3a 3a Da Da 3a 1a 1a 3a 5a 8a Da 1a 4a 8a 1a Da 1a 1a 8a 6a 1a 4a 4a 1a 1a 5a 4a 5a 8a 13a 3a 2a 3a 9a 3a 3a 5a 6a 8a Da 2a 8a 7a 6a 1a 8a Da Da 3a 6a 8a 4a 6a Da 8a 1a 10a 2a Da ,1,0,0,R. Skoglund,7a 4a 2a 2a 4a 3a 7a Dm 9a 10a Da 4m 7a Da 5a 5a 8a 6a Da 7a 6a 11a 1a Da Da 2m 5a 5a Da Da 3a 1a 3a 4a Dm Da 11a 2a Da 2a 9a 9a 9a 4a Da 8a 9a 11a Da 1a 1a 4a 5a 2m 6a 9a 2m 11a 2a 4a 6a 10a 3a 5a 1m 11a 8m 1a 8a 5a 4a 9a 3a 1a Dm 1m 3a 4a 6a 3a Da Da 3a 1a 1m 1a 3a 5a 8a Da 1a 4a 8a Da 1a 1a 8a 9a 8a 8a ,1,0,0,14,1,7,222,25,66,153,14,40,Ostersund,66500,15,2140,,0,R. Skoglund,R. Skoglund,B. Grafstrom,,B. Grafstrom,1,,9,26,10.32,22.78,7.07,19.7,0,0,198,281,1,,,,,,"1'29""0",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,10,10,60,1,6,1,0,0,0,0,2,1401685,136452,136452,0,0,0,,SEK,13467951,2021-12-22T06:39:24.000Z,2021-12-22T06:39:18.000Z
Bergsaker,7,1346795,2021-12-22,Bergsaker,,2140,10,Attelé,2,94300,Arverud Bonus,H,5,0,0,81,,null,,,0,,DD,0,7588,Da 3a 2a 3a 1a 3a (19) 1,Da 3a 2a 3a 1a 3a (19) 1a ,10,3,2,3,1,3,JO. Olsen,7a 5a 8a 5a 7a 5a 5a 5a 3a 8a 5a 1a 1a 9a 8a 11a 5a 3a 5a 2a 2a 5a 6a 9a 10a 4a 7a 2a 5a 7a 6a 3a Da 5a 10a 3a 3a 5a 1a 4a 5a 7a 5a Da 5a Da 2a 1a 4a 4a 6a 7a 3a Da 5a 5a 3a 4a 3a 7a 3a 3a 2a 1a 7a 11a 9a 7a 1a 6a 2a Da 2a 2a 2a 6a Da 8a 11a 10a 2a 8a 2a 6a 9a 5a 5a 5a 1a 1a 6a 7a 9a 2a 5a 9a 1a 1a 8a 6a ,3,0,0,JO. Olsen,7a Da 5a 7a 7a 4a 5a 1a 5a 5a 5a 3a 5a 1a 1a 9a Da 8a 11a 5a 8a 2a 6a 3a 5a 2a 2a 6a 9a 10a 4a 2a 5a 7a 6a 3a Da 5a 3a 7a 3a 5a 1a Da 5a 7a 5a Da 2a 1a 4a 4a 10a Da 3a 7a 3a Da 5a 3a 3a 3a 2a 1a 7a 7a 3a Da 7a 2a Da 2a 2a 6a Da 8a 9a 11a 10a 2a 8a 6a 9a 5a 5a 1a 5a 1a 1a 7a 3a 9a 6a 2a 5a 5a 2a 3a 9a 1a ,1,0,0,7,2,6,251,23,80,219,19,72,Ostersund,76700,10,1640,NP,0,JO. Olsen,JO. Olsen,Stall Jalle HB,,Stall Jalle HB,1,,9,33,5.15,23.2,6.15,19.49,0,100,195,194,1,,,,,,"1'28""8",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,2,0,0,0,0,0,0,0,0,0,1,1400668,105626,105626,0,0,0,,SEK,13467952,2021-12-22T06:39:24.000Z,2021-12-22T06:39:18.000Z
Bergsaker,7,1346795,2021-12-22,Bergsaker,,2140,10,Attelé,3,94300,Färsta Elma,F,3,0,0,26,,null,,,0,,,0,7848,Da 1a 1a Da,Da 1a 1a Da ,10,1,1,10,0,0,J. Jonsson,Da 1a Da Da 3a 9a 9a Da Da 1a 11a 2a 10a 1a 2a 2a 9a 7a 3a Da 3a Da 4a Da Da Da Da Da 7a 1a Da 9a Da 11a 8a 8a 3a 3a 3a 1a 8a 3a 2a 8a 5a 1a 4a 2a Da 2a 2a 5a 1a 6a 1a 8a 3a 2a 7a 2a Da 4a 1a 4a 5a 7a 3a 9a 2a 2a 6a 5a 10a 6a 3a 5a Da 7a 2a 1a 2a 3a 5a 8a 9a Da Da 12a 8a 4a Da 8a 7a 6a Da 7a 1a 5a 2a 4a ,3,0,0,O. Tjomsland,Da Da 4a 1a Da 5a 7a 1a 1a 3a Da 4a Da Da Da 12a 2a 7a 2a 1a Da 5a 2a 1a 13a 1a Da 5a Da 4a 1a 1a 1a 4a 5a 6a Da 8a 12a 6a 4a 4a 1a 2a Da 3a 1a 3a 4a 9a 1a 6a 2a Da Da 1a 1a 11a 1a Da 1a 3a 2a 7a 1a 1a 4a 1a 3a 1a 5a 2a 3a 2a 1a 2a 8a 7a 9a 2a 7a 1a 3a Da 6a 3a 1a 2a 7a 1a 5a 2a 5a 4a 2a Da 4a 9a 3a 6a ,3,0,0,4,2,2,601,130,287,107,12,38,Ostersund,129500,10,2140,DAI,0,U. Ohlsson,O. Tjomsland,Stall Mareld HB,,Stall Mareld HB,1,,11,36,21.79,41.79,18.13,37.36,100,100,182,335,2,,,,,,"1'30""9",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,3,66.67,66.67,2,2,2,100,100,2,2,1,1522287,90464,78704,0,0,0,,SEK,13467953,2021-12-22T06:39:24.000Z,2021-12-22T06:39:19.000Z
Bergsaker,7,1346795,2021-12-22,Bergsaker,,2140,10,Attelé,4,94300,Slotts Dronninga,F,7,0,0,13,,null,,,0,,,0,6702,5a 2a 9a 1a 4a 5a 6a,5a 2a 9a 1a 4a 5a 6a ,5,2,9,1,4,5,JO. Aberg,3a 3a 5a 9a 6a 9a 4a 2a 5a 7a 9a 4a 2a 7a 10a 5a 9a 6a 13a 2a 12a 8a 5a 1a 1a 2a 9a 10a 11a 8a 4a 4a 6a Da 5a 4a 2a 5a 11a 6a 3a 6a 10a 4a 9a 6a 4a Da 4a 6a 2a 7a 3a 12a 1a 6a 2a 7a 11a 5a 7a 4a 4a 8a 1a 9a 5a 2a 5a Da 8a Da 8a 10a 2a 6a 6a 9a 3a 8a 2a 9a 8a 8a 5a 4a 6a 4a 11a 4a 7a 6a 5a 10a 10a 7a 4a 6a 10a 8a ,1,0,0,JO. Aberg,5a 2a 3a 9a 3a 6a 5a 4a 9a 9a 3a 4a 2a 7a 9a 2a 10a 9a 11a 2a 12a 8a 1a 1a 12a 10a 11a 8a 4a 3m 4a 4a 6a 10a 7a 5a 2a 5a 11a 6a Da 7m 3a 10a 6a 6a 10a 4a 6a 9a 2a 4a 1a 6a 7a 2a 3a 12a 1a 2a 6a 1a 8a 6a 2a 11a 5a 7a 5a 6a 3a 9a 5a 7a 9a 8a 7a 6a Da 12a 11a 8a 14a 4a Da 10a 8a 8a 3a Da 4m 9a 7a 3a 4a 4a 8a 5a 2a 2a ,1,0,0,7,1,2,214,6,37,169,4,26,Romme,76700,12,2140,5,0,JO. Aberg,JO. Aberg,A. Ivarsson & Sonia Eriksson,"1'32""9",A. Ivarsson & Sonia Eriksson,1,,2,15,2.17,13.04,1.79,15.18,0,0,112,92,0,,,,,,"1'31""3",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,7,14.29,28.57,1,2,0,0,0,0,0,0,1521016,58963,58963,0,0,0,,SEK,13467954,2021-12-22T06:39:24.000Z,2021-12-22T06:39:20.000Z
Bergsaker,7,1346795,2021-12-22,Bergsaker,,2160,10,Attelé,5,94300,Djärv Elden,H,8,0,0,8,,null,,,0,,,1,11028,5a Da Da Da 7a (20) 6a 1,5a Da Da Da 7a (20) 6a 11a 3a 5a (19) 4a 9a 9a 9a 7a 3a 7a 7a 8a 1a 2a (18) 7a 7a 4a 8a 4a 5a 5a 7a ,5,10,10,10,7,6,N. Elfving,5a Da Da 3a 6a 12a 8a 5a 11a 4a ,1,0,0,N. Elfving,5a Da Da 11a 3m 5a 10a Da 8a 1m 1m 4a 10a 7a 1m 3a 1m Da 9m 6a 3m 1m Dm 4m 12a 5a Da 8a 5a 11a 4a ,1,0,0,28,1,4,31,5,8,10,0,1,Umaker,76700,11,2140,5,0,N. Elfving,N. Elfving,L. Elfving & Nils Elfving,"1'34""4",L. Elfving & Nils Elfving,1,,0,10,2.63,13.16,4.17,16.67,0,0,24,38,2,,,,,,"1'29""5",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,2,0,0,0,0,0,0,0,0,0,2,1336336,205711,205711,0,0,0,,SEK,13467955,2021-12-22T06:39:24.000Z,2021-12-22T06:39:20.000Z
